id,zona,piso,estrato,preciom,areaconst,parquea,banios,habitac,tipo,barrio,longitud,latitud
7187,Zona Oeste,10,6,900,200,2,4,3,Apartamento,cristales,-76548,3446
7188,Zona Oeste,3,6,370,115,2,3,3,Apartamento,cristales,-76548,3446
7189,Zona Oeste,5,6,350,70,2,2,2,Apartamento,cristales,-76548,3441
7190,Zona Oeste,NA,6,530,113,2,4,3,Apartamento,bellavista,-76548,3446
7191,Zona Oeste,5,6,1380,264,3,4,3,Apartamento,bellavista,-76548,3446
7192,Zona Oeste,NA,6,550,150,2,4,4,Apartamento,la arboleda,-76548,3449
7193,Zona Oeste,4,6,980,196,2,5,4,Apartamento,la arboleda,-76548,3.39
7194,Zona Oeste,NA,6,750,147,NA,4,3,Apartamento,la arboleda,-76548,3.39
7195,Zona Oeste,NA,6,1250,214,3,5,3,Apartamento,la arboleda,-76548,3448
7196,Zona Oeste,4,6,660,141,2,4,3,Apartamento,la arboleda,-76548,3448
7197,Zona Oeste,7,6,1400,276,2,4,3,Apartamento,aguacatal,-76548,3456
7198,Zona Oeste,12,6,1250,463,4,6,4,Apartamento,aguacatal,-76548,3454
7031,Zona Sur,NA,4,320,162,1,2,3,Casa,valle del lili,-76547,3374
7032,Zona Sur,2,4,470,228,2,4,4,Casa,urbanización tequendama,-76547,3422
7033,Zona Sur,NA,5,650,150,3,6,10,Casa,urbanizacion lili,-76547,3377
7034,Zona Oeste,7,5,697,500,3,5,5,Casa,tejares de san,-76547,3435
7035,Zona Sur,NA,5,1400,741,4,8,7,Casa,tejares de san,-76547,3441
7036,Zona Oeste,5,5,720,637,4,7,6,Casa,tejares cristales,-76547,3437
7037,Zona Sur,2,5,495,372,2,3,7,Casa,santa isabel,-76547,3425
7038,Zona Oeste,2,4,650,190,1,5,5,Casa,santa isabel,-76547,3.42813
7039,Zona Oeste,NA,5,560,328,1,6,8,Casa,santa isabel,-76547,3425
7040,Zona Sur,1,4,500,200,2,4,4,Casa,santa isabel,-76547,3429
7041,Zona Sur,3,4,320,300,1,4,4,Casa,santa isabel,-76547,3427
7042,Zona Sur,NA,6,700,370,NA,2,5,Casa,san fernando viejo,-76547,3429
7043,Zona Sur,NA,6,1600,619,2,5,4,Casa,pance,-76547,3334
7044,Zona Sur,2,5,600,290,3,4,4,Casa,pampalinda,-76547,3406
7045,Zona Sur,NA,4,660,378,3,5,6,Casa,nueva tequendama,-76547,3412
7046,Zona Sur,NA,5,700,400,2,5,7,Casa,nueva tequendama,-76547,3412
7047,Zona Sur,NA,3,290,220,1,3,5,Casa,napoles,-76547,3389
7048,Zona Oeste,2,5,650,88,3,3,4,Casa,mamellan,-76547,3453
7049,Zona Oeste,3,6,900,600,2,5,4,Casa,cristales,-76547,3439
7050,Zona Oeste,2,6,950,450,2,4,4,Casa,cristales,-76547,3439
7051,Zona Sur,NA,6,1400,620,5,7,5,Casa,ciudad jardín,-76547,3337
7052,Zona Sur,8,4,235,70,1,2,2,Apartamento,valle del lili,-76547,3372
7053,Zona Sur,8,5,220,64,1,2,2,Apartamento,valle del lili,-76547,3372
7054,Zona Sur,8,5,230,63,1,2,2,Apartamento,valle del lili,-76547,3372
7055,Zona Sur,7,5,200,64,1,2,2,Apartamento,valle del lili,-76547,3372
7056,Zona Sur,1,5,208,64,1,2,2,Apartamento,valle del lili,-76547,3372
7057,Zona Sur,NA,4,160,54,NA,2,2,Apartamento,valle del lili,-76547,3374
7058,Zona Sur,NA,5,220,64,1,2,2,Apartamento,valle del lili,-76547,3372
7059,Zona Oeste,3,6,900,312,3,5,4,Apartamento,santa teresita,-76547,3453
7060,Zona Oeste,NA,6,560,291,1,5,3,Apartamento,santa teresita,-76547,3451
7061,Zona Sur,NA,5,300,113,2,3,2,Apartamento,san fernando viejo,-76547,3434
7062,Zona Sur,NA,4,480,200,1,4,4,Apartamento,san fernando nuevo,-76547,3434
7063,Zona Sur,NA,4,255,80,1,2,3,Apartamento,el refugio,-76547,3401
7064,Zona Sur,4,4,230,105,NA,2,3,Apartamento,nueva tequendama,-76547,3415
7065,Zona Sur,NA,5,270,121,1,2,3,Apartamento,el limonar,-76547,3393
7066,Zona Sur,3,5,310,114,2,2,3,Apartamento,el limonar,-76547,3398
7067,Zona Sur,NA,5,320,114,2,3,3,Apartamento,el gran limonar,-76547,3397
7068,Zona Sur,10,5,350,150,2,3,3,Apartamento,cuarto de legua,-76547,3409
7069,Zona Sur,NA,4,175,70,1,2,2,Apartamento,camino real,-76547,3407
7070,Zona Oeste,NA,6,900,250,2,3,4,Apartamento,bellavista,-76547,3439
7071,Zona Oeste,NA,6,999,250,2,4,4,Apartamento,bellavista,-76547,3439
7072,Zona Oeste,NA,6,430,148,2,3,2,Apartamento,bellavista,-76547,3439
7073,Zona Sur,2,6,910,182,2,4,3,Apartamento,arboleda,-76547,3449
7074,Zona Oeste,10,6,520,301,2,4,4,Apartamento,la arboleda,-76547,3448
7075,Zona Oeste,NA,6,740,183,2,4,4,Apartamento,aguacatal,-76547,3451
6911,Zona Sur,NA,5,520,450,4,5,5,Casa,urbanización tequendama,-76546,3418
6912,Zona Sur,2,5,780,200,2,5,7,Casa,urbanización tequendama,-76546,3422
6913,Zona Sur,NA,5,1500,400,NA,9,8,Casa,tequendema,-76546,3421
6914,Zona Sur,2,5,520,490,1,2,4,Casa,tequendama,-76546,3418
6915,Zona Sur,2,5,1400,740,4,4,5,Casa,tejares de san,-76546,3.44
6916,Zona Sur,NA,5,500,200,NA,4,7,Casa,san fernando,-76546,3434
6917,Zona Sur,2,5,430,240,NA,4,8,Casa,san fernando,-76546,3428
6918,Zona Sur,2,5,980,319,2,4,3,Casa,san fernando viejo,-76546,3433
6919,Zona Sur,3,6,660,178,2,5,3,Casa,pance,-76546,3412
6920,Zona Sur,3,6,700,171,2,4,5,Casa,pance,-76546,3345
6921,Zona Sur,3,6,770,363,4,3,3,Casa,pance,-76546,3334
6922,Zona Sur,NA,4,345,360,3,3,5,Casa,nueva tequendama,-76546,3411
6923,Zona Sur,4,3,350,258,3,4,5,Casa,mel√©ndez,-76546,3374
6924,Zona Sur,NA,5,500,350,1,4,7,Casa,el limonar,-76546,3401
6925,Zona Sur,3,4,460,420,3,4,7,Casa,el lido,-76546,3425
6926,Zona Oeste,NA,6,1350,542,4,6,4,Casa,cristales,-76546,3438
6927,Zona Oeste,NA,6,880,282,4,5,3,Casa,aguacatal,-76546,3444
6928,Zona Oeste,3,6,1850,302,4,4,3,Casa,aguacatal,-76546,3444
6929,Zona Sur,4,4,240,105,1,3,4,Apartamento,urbanización tequendama,-76546,3417
6930,Zona Oeste,3,5,690,300,2,5,5,Apartamento,santa teresita,-76546,3.45
6931,Zona Oeste,NA,5,280,115,2,3,2,Apartamento,santa isabel,-76546,3425
6932,Zona Sur,NA,5,500,330,2,4,4,Apartamento,san fernando,-76546,3435
6933,Zona Sur,NA,5,550,257,2,4,3,Apartamento,el refugio,-76546,3399
6934,Zona Sur,1,6,600,127,3,5,3,Apartamento,pance,-76546,3342
6935,Zona Sur,NA,6,600,125,2,4,3,Apartamento,pance,-76546,3342
6936,Zona Sur,11,6,600,128,2,5,4,Apartamento,pance,-76546,3342
6937,Zona Oriente,NA,6,1350,212,3,4,3,Apartamento,pance,-76546,3344
6938,Zona Sur,9,6,580,131,2,5,3,Apartamento,pance,-76546,3342
6939,Zona Sur,5,6,590,127,2,5,3,Apartamento,pance,-76546,3342
6940,Zona Sur,3,5,260,105,1,3,3,Apartamento,nueva tequendama,-76546,3411
6941,Zona Oeste,10,6,1850,510,5,6,4,Apartamento,normandía,-76546,3454
6942,Zona Sur,4,5,245,108,2,2,3,Apartamento,mayapan las vegas,-76546,3412
6943,Zona Oeste,1,5,330,70,1,2,2,Apartamento,cristales,-76546,3435
6944,Zona Sur,NA,4,270,78,1,2,3,Apartamento,ciudad mel√©ndez,-76546,3398
6945,Zona Sur,1,4,145,52,NA,2,2,Apartamento,caney,-76546,3381
6946,Zona Sur,5,4,126,53,1,2,2,Apartamento,caney,-76546,3381
6947,Zona Oeste,NA,6,980,196,3,4,3,Apartamento,bellavista,-76546,3448
6948,Zona Oeste,NA,6,680,241,2,3,3,Apartamento,la arboleda,-76546,3.45
6949,Zona Sur,NA,4,220,84,NA,2,3,Apartamento,alferez real,-76546,3.39
6811,Zona Sur,NA,5,1650,600,6,0,0,Casa,urbanización tequendama,-76545,3.42
6812,Zona Norte,7,4,670,470,4,5,5,Casa,tejares de san,-76545,3.44
6813,Zona Oeste,6,5,697,487,1,6,6,Casa,tejares de san,-76545,3.44
6814,Zona Sur,NA,4,440,155,3,3,5,Casa,san fernando nuevo,-76545,3433
6815,Zona Sur,NA,5,499,128,2,5,3,Casa,pance,-76545,3334
6816,Zona Sur,3,6,1050,320,2,6,3,Casa,pance,-76545,3355
6817,Zona Sur,NA,6,1900,470,2,7,4,Casa,pance,-76545,3353
6818,Zona Sur,1,5,500,274,4,4,4,Casa,el limonar,-76545,3399
6819,Zona Sur,3,5,620,500,4,5,7,Casa,el ingenio ii,-76545,3382
6820,Zona Sur,1,5,600,300,1,5,3,Casa,gran limonar,-76545,3399
6821,Zona Sur,3,3,330,190,1,4,8,Casa,francisco eladio ramirez,-76545,3437
6822,Zona Sur,2,6,1100,360,2,4,3,Casa,ciudad jardín,-76545,3355
6823,Zona Sur,2,5,480,130,1,3,3,Apartamento,san fernando,-76545,3434
6824,Zona Sur,3,6,335,110,2,3,4,Apartamento,pance,-76545,3355
6825,Zona Oeste,10,6,1200,276,4,4,4,Apartamento,normandía,-76545,3452
6826,Zona Oeste,2,5,560,167,2,3,3,Apartamento,normandía,-76545,3454
6827,Zona Oeste,NA,6,1400,210,3,3,3,Apartamento,normandia,-76545,3455
6828,Zona Oeste,5,6,1400,236,3,4,3,Apartamento,normandía,-76545,3455
6829,Zona Oeste,11,5,1500,240,3,5,4,Apartamento,normandía,-76545,3455
6830,Zona Oeste,9,6,850,314,4,4,3,Apartamento,normandía,-76545,3453
6831,Zona Oeste,NA,6,630,115,2,5,3,Apartamento,normandía,-76545,3453
6832,Zona Oeste,3,6,540,132,2,2,3,Apartamento,normandía,-76545,3455
6833,Zona Oeste,2,6,1350,240,4,4,3,Apartamento,normandía,-76545,3454
6834,Zona Sur,4,4,240,126,2,3,3,Apartamento,el gran limonar,-76545,3398
6835,Zona Oeste,6,6,440,92,2,3,3,Apartamento,cristales,-76545,3452
6836,Zona Sur,NA,6,610,116,2,4,2,Apartamento,ciudad jardín,-76545,3355
6837,Zona Sur,12,6,598,116,2,3,2,Apartamento,ciudad jardín,-76545,3355
6838,Zona Sur,12,6,770,140,2,4,4,Apartamento,ciudad jardín,-76545,3355
6839,Zona Oeste,NA,6,900,250,2,0,0,Apartamento,bellavista,-76545,3434
6658,Zona Sur,NA,4,540,360,4,5,5,Casa,urbanizacion lili,-76544,3364
6659,Zona Sur,3,5,990,265,4,7,7,Casa,tequendama,-76544,3421
6660,Zona Sur,NA,4,450,350,2,6,8,Casa,tequendama,-76544,3419
6661,Zona Sur,NA,4,950,502,5,6,7,Casa,san fernando,-76544,3.43
6662,Zona Centro,NA,3,300,120,1,2,3,Casa,san cayetano,-76544,3445
6663,Zona Sur,3,6,700,250,2,5,5,Casa,pance,-76544,3415
6664,Zona Sur,2,6,1700,368,8,6,5,Casa,pance,-76544,3352
6665,Zona Sur,NA,5,400,195,1,3,3,Casa,nueva tequendama,-76544,3413
6666,Zona Sur,2,5,780,257,2,3,6,Casa,nueva tequendama,-76544,3422
6667,Zona Sur,NA,5,460,340,3,5,5,Casa,nueva tequendama,-76544,3.41
6668,Zona Sur,NA,5,700,400,3,6,7,Casa,nueva tequendama,-76544,3415
6669,Zona Sur,NA,5,330,164,1,2,4,Casa,nueva tequendama,-76544,3412
6670,Zona Sur,2,5,750,350,5,5,8,Casa,el limonar,-76544,3397
6671,Zona Sur,1,5,470,234,2,5,5,Casa,el limonar,-76544,3397
6672,Zona Sur,NA,4,500,250,1,3,4,Casa,el gran limonar,-76544,3399
6673,Zona Norte,NA,5,750,300,2,3,5,Casa,el gran limonar,-76544,3397
6674,Zona Sur,2,4,270,180,1,3,3,Casa,ciudad real,-76544,3384
6675,Zona Sur,1,6,1200,420,2,6,5,Casa,ciudad jardín,-76544,3357
6676,Zona Sur,4,5,600,520,4,6,7,Casa,capri,-76544,3389
6677,Zona Oeste,6,6,620,154,2,4,3,Apartamento,santa teresita,-76544,3454
6678,Zona Oeste,5,6,1400,345,3,4,3,Apartamento,el peñon,-76544,3449
6679,Zona Oeste,6,6,325,120,1,2,3,Apartamento,el peñon,-76544,3.45
6680,Zona Oeste,6,6,850,325,3,4,2,Apartamento,el peñon,-76544,3449
6681,Zona Oeste,6,6,780,325,3,4,2,Apartamento,el peñon,-76544,3449
6682,Zona Sur,NA,6,840,176,2,4,3,Apartamento,parcelaciones pance,-76544,3351
6683,Zona Sur,NA,6,830,169,3,5,3,Apartamento,pance,-76544,3351
6684,Zona Sur,NA,6,890,185,3,5,4,Apartamento,pance,-76544,3351
6685,Zona Sur,NA,6,590,130,2,4,3,Apartamento,pance,-76544,3342
6686,Zona Sur,NA,6,830,187,3,4,4,Apartamento,pance,-76544,3351
6687,Zona Sur,NA,6,890,187,3,5,3,Apartamento,pance,-76544,3351
6688,Zona Sur,6,4,149,50,1,1,2,Apartamento,nueva tequendama,-76544,3.42
6689,Zona Sur,2,4,280,100,1,2,3,Apartamento,nueva tequendama,-76544,3416
6690,Zona Oeste,6,5,630,166,2,2,3,Apartamento,normandía,-76544,3452
6691,Zona Oeste,6,5,1050,270,4,3,3,Apartamento,normandía,-76544,3452
6692,Zona Oeste,NA,6,626,125,NA,3,3,Apartamento,normandía,-76544,3452
6693,Zona Sur,NA,6,560,138,2,3,3,Apartamento,normandía,-76544,3454
6694,Zona Oeste,6,6,560,147,2,4,3,Apartamento,normandía,-76544,3452
6695,Zona Oeste,2,6,1750,435,4,5,3,Apartamento,normandía,-76544,3453
6696,Zona Sur,NA,5,230,95,1,3,3,Apartamento,el limonar,-76544,3397
6697,Zona Sur,2,5,290,108,2,2,3,Apartamento,el limonar,-76544,3396
6698,Zona Sur,7,5,290,108,1,2,3,Apartamento,el limonar,-76544,3396
6699,Zona Sur,11,5,325,108,1,3,3,Apartamento,el limonar,-76544,3396
6700,Zona Sur,4,5,220,115,1,2,3,Apartamento,el limonar,-76544,3399
6701,Zona Oeste,3,6,350,89,1,2,3,Apartamento,cristales,-76544,3449
6702,Zona Sur,3,6,425,110,2,3,3,Apartamento,ciudad jardín,-76544,3355
6703,Zona Sur,NA,5,230,108,2,3,3,Apartamento,capri,-76544,3391
6704,Zona Sur,NA,5,215,108,2,3,3,Apartamento,capri,-76544,3391
6705,Zona Sur,4,5,185,121,1,2,3,Apartamento,capri,-76544,3392
6706,Zona Sur,3,5,255,108,2,3,3,Apartamento,capri,-76544,3392
6707,Zona Norte,5,3,98,57,NA,2,3,Apartamento,brisas de los,-76544,3436
6708,Zona Sur,NA,4,225,72,1,2,3,Apartamento,bochalema,-76544,3357
6709,Zona Oeste,NA,5,480,180,2,3,3,Apartamento,bellavista,-76544,3.39
6479,Zona Norte,1,3,155,80,NA,2,3,Casa,villa del prado,-76543,3449
6480,Zona Sur,3,5,720,330,NA,5,8,Casa,tequendama,-76543,3423
6481,Zona Sur,NA,5,580,320,4,5,4,Casa,tequendama,-76543,3413
6482,Zona Sur,NA,4,500,370,4,4,3,Casa,san fernando,-76543,3439
6483,Zona Sur,NA,5,550,220,2,3,5,Casa,san fernando,-76543,3424
6484,Zona Sur,2,5,435,390,2,5,8,Casa,san fernando,-76543,3429
6485,Zona Sur,NA,4,470,320,2,4,5,Casa,san fernando viejo,-76543,3435
6486,Zona Sur,NA,5,490,450,2,5,6,Casa,san fernando viejo,-76543,3435
6487,Zona Sur,NA,4,550,220,4,6,5,Casa,san fernando viejo,-76543,3439
6488,Zona Sur,2,5,585,278,1,3,4,Casa,san fernando nuevo,-76543,3427
6489,Zona Sur,2,5,450,379,2,5,8,Casa,san fernando nuevo,-76543,3425
6490,Zona Sur,NA,5,490,128,NA,4,5,Casa,nueva tequendama,-76543,3413
6491,Zona Sur,2,5,370,250,1,5,5,Casa,nueva tequendama,-76543,3414
6492,Zona Sur,NA,5,580,320,2,5,5,Casa,nueva tequendama,-76543,3413
6493,Zona Sur,NA,4,535,120,2,3,5,Casa,nueva tequendama,-76543,3413
6494,Zona Sur,NA,5,600,395,2,8,6,Casa,mayapan las vegas,-76543,3382
6495,Zona Sur,NA,5,460,150,1,5,6,Casa,mayapan las vegas,-76543,3384
6496,Zona Sur,NA,4,500,340,1,4,5,Casa,el limonar,-76543,3399
6497,Zona Sur,3,4,800,396,5,5,6,Casa,el limonar,-76543,3396
6498,Zona Sur,2,5,650,444,1,4,5,Casa,el limonar,-76543,3402
6499,Zona Sur,2,5,690,444,2,9,10,Casa,el gran limonar,-76543,3402
6500,Zona Sur,2,5,720,443,3,7,9,Casa,gran limonar,-76543,3402
6501,Zona Sur,3,6,1500,480,4,4,3,Casa,ciudad jardín,-76543,3356
6502,Zona Sur,3,5,600,296,5,5,6,Casa,ciudad capri,-76543,3391
6503,Zona Sur,NA,5,420,290,2,5,6,Casa,capri,-76543,3388
6504,Zona Sur,NA,5,420,187,NA,2,4,Casa,camino real,-76543,3409
6505,Zona Sur,3,5,780,430,4,4,6,Casa,camino real,-76543,3409
6506,Zona Oeste,5,5,370,124,2,3,3,Apartamento,san fernando,-76543,3439
6507,Zona Sur,NA,4,645,184,1,4,3,Apartamento,pance,-76543,3351
6508,Zona Sur,NA,6,865,187,3,5,4,Apartamento,pance,-76543,3351
6509,Zona Sur,NA,6,865,187,3,5,3,Apartamento,pance,-76543,3351
6510,Zona Sur,3,6,1600,290,3,5,4,Apartamento,pance,-76543,3.35
6511,Zona Sur,9,6,790,187,2,4,3,Apartamento,pance,-76543,3351
6512,Zona Sur,3,6,1750,290,3,4,3,Apartamento,pance,-76543,3.35
6513,Zona Oeste,7,5,640,167,2,0,3,Apartamento,normandía,-76543,3455
6514,Zona Oeste,5,6,1400,236,3,4,3,Apartamento,normandía,-76543,3452
6515,Zona Sur,4,5,260,84,2,2,3,Apartamento,mayapan las vegas,-76543,3381
6516,Zona Sur,NA,5,270,105,1,2,3,Apartamento,mayapan las vegas,-76543,3382
6517,Zona Sur,NA,5,176,83,1,2,3,Apartamento,el ingenio,-76543,3.4
6518,Zona Sur,5,6,600,117,2,3,3,Apartamento,ciudad jardín,-76543,3356
6519,Zona Sur,NA,6,400,103,2,3,3,Apartamento,ciudad jardín,-76543,3357
6520,Zona Sur,5,5,180,74,1,2,3,Apartamento,capri,-76543,3393
6521,Zona Sur,NA,5,350,96,2,3,3,Apartamento,capri,-76543,3387
6522,Zona Sur,NA,5,300,180,1,3,4,Apartamento,capri,-76543,3386
6523,Zona Sur,5,5,280,96,1,3,3,Apartamento,capri,-76543,3388
6524,Zona Sur,NA,4,320,96,1,3,3,Apartamento,capri,-76543,3387
6525,Zona Oeste,1,6,630,172,2,4,4,Apartamento,la arboleda,-76543,3448
6319,Zona Sur,NA,4,750,484,NA,4,4,Casa,urbanización tequendama,-76542,3417
6320,Zona Sur,NA,5,420,250,NA,7,3,Casa,san fernando viejo,-76542,3436
6321,Zona Sur,1,4,520,325,2,9,8,Casa,san fernando viejo,-76542,3436
6322,Zona Sur,NA,4,450,500,2,5,9,Casa,san fernando nuevo,-76542,3424
6323,Zona Oeste,2,3,800,360,NA,4,4,Casa,san antonio,-76542,3449
6324,Zona Sur,NA,6,630,200,2,5,4,Casa,pance,-76542,3351
6325,Zona Sur,NA,6,660,158,2,5,4,Casa,pance,-76542,3422
6326,Zona Sur,NA,6,750,262,4,4,4,Casa,pance,-76542,3361
6327,Zona Sur,1,6,1650,450,6,6,3,Casa,pance,-76542,3354
6328,Zona Sur,NA,5,345,150,2,3,4,Casa,nueva tequendama,-76542,3414
6329,Zona Sur,NA,5,350,250,1,2,3,Casa,nueva tequendama,-76542,3416
6330,Zona Oeste,NA,5,1200,700,3,7,6,Casa,miraflores,-76542,3453
6331,Zona Oeste,NA,4,398,310,2,4,4,Casa,miraflores,-76542,3438
6332,Zona Sur,NA,5,680,240,2,8,6,Casa,el limonar,-76542,3398
6333,Zona Sur,3,5,600,229,2,5,4,Casa,las vegas,-76542,3.38
6334,Zona Sur,NA,5,530,370,2,4,4,Casa,el gran limonar,-76542,3.4
6335,Zona Sur,NA,6,940,430,NA,4,5,Casa,ciudad jardín,-76542,3352
6336,Zona Sur,2,6,1550,358,5,5,4,Casa,ciudad jardín,-76542,3362
6337,Zona Sur,2,6,1100,419,6,5,5,Casa,ciudad jardín,-76542,3353
6338,Zona Norte,3,4,540,306,3,4,4,Casa,la campiña,-76542,3422
6339,Zona Sur,NA,5,390,288,2,5,5,Casa,camino real,-76542,3409
6340,Zona Norte,2,4,530,400,4,3,3,Casa,el bosque,-76542,3411
6341,Zona Sur,NA,4,245,94,1,2,2,Apartamento,urbanización tequendama,-76542,3419
6342,Zona Oeste,1,6,270,76,1,2,2,Apartamento,sierras de normandía,-76542,3453
6343,Zona Oeste,10,6,550,144,2,3,3,Apartamento,santa teresita,-76542,3449
6344,Zona Oeste,1,6,600,146,2,3,2,Apartamento,santa teresita,-76542,3449
6345,Zona Norte,NA,4,250,96,1,1,1,Apartamento,san fernando,-76542,3433
6346,Zona Sur,NA,4,590,159,1,2,3,Apartamento,san fernando,-76542,3433
6347,Zona Norte,NA,4,220,67,1,1,1,Apartamento,san fernando,-76542,3433
6348,Zona Oeste,6,6,850,325,2,3,2,Apartamento,el peñon,-76542,3375
6349,Zona Oeste,6,5,380,130,2,3,2,Apartamento,el peñon,-76542,3451
6350,Zona Oeste,5,5,380,128,2,3,3,Apartamento,el peñon,-76542,3451
6351,Zona Norte,NA,6,400,156,2,4,4,Apartamento,el peñon,-76542,3449
6352,Zona Sur,3,4,280,103,1,3,4,Apartamento,nueva tequendama,-76542,3414
6353,Zona Sur,NA,5,360,155,2,4,4,Apartamento,nueva tequendama,-76542,3414
6354,Zona Oeste,NA,6,340,85,2,2,3,Apartamento,normandía,-76542,3453
6355,Zona Oeste,NA,6,380,92,2,2,3,Apartamento,normandía,-76542,3447
6356,Zona Oeste,NA,6,1850,510,5,6,4,Apartamento,normandía,-76542,3446
6357,Zona Oeste,2,6,1280,305,5,4,3,Apartamento,normandía,-76542,3453
6358,Zona Oeste,7,6,620,166,2,3,3,Apartamento,normandía,-76542,3453
6359,Zona Oeste,NA,6,460,154,2,3,3,Apartamento,normandía,-76542,3451
6360,Zona Sur,7,5,380,133,1,3,4,Apartamento,mayapan las vegas,-76542,3383
6361,Zona Sur,NA,6,655,241,2,3,3,Apartamento,mayapan las vegas,-76542,3383
6362,Zona Sur,4,5,341,71,2,2,2,Apartamento,mayapan las vegas,-76542,3378
6363,Zona Sur,NA,5,290,60,1,2,3,Apartamento,el ingenio i,-76542,3382
6364,Zona Sur,NA,6,930,145,2,3,3,Apartamento,ciudad jardín,-76542,3363
6365,Zona Sur,2,4,280,118,2,2,3,Apartamento,capri,-76542,3393
6366,Zona Sur,4,4,235,126,1,2,3,Apartamento,camino real,-76542,3406
6367,Zona Oeste,NA,6,580,192,2,3,2,Apartamento,la arboleda,-76542,3.45
6140,Zona Sur,NA,3,380,192,NA,7,9,Casa,santa isabel,-76541,3444
6141,Zona Norte,NA,5,390,265,1,4,6,Casa,san vicente,-76541,3435
6142,Zona Oeste,NA,5,400,155,1,2,5,Casa,san fernando,-76541,3436
6143,Zona Norte,NA,3,1100,500,NA,8,5,Casa,salomia,-76541,3451
6144,Zona Sur,2,6,1200,500,4,6,4,Casa,pance,-76541,3338
6145,Zona Sur,2,6,1280,450,6,5,5,Casa,pance,-76541,3335
6146,Zona Sur,NA,4,345,300,1,3,4,Casa,pampalinda,-76541,3448
6147,Zona Oeste,1,5,1000,500,5,5,5,Casa,los cristales,-76541,3434
6148,Zona Sur,NA,4,570,360,3,5,8,Casa,el limonar,-76541,3399
6149,Zona Sur,NA,5,690,150,2,5,5,Casa,el limonar,-76541,3398
6150,Zona Sur,NA,5,470,330,3,4,4,Casa,el limonar,-76541,3399
6151,Zona Sur,NA,4,1500,235,NA,1,1,Casa,eucarístico,-76541,3424
6152,Zona Sur,NA,6,1650,480,4,8,7,Casa,ciudad jardín,-76541,3369
6153,Zona Sur,NA,5,400,200,1,2,3,Casa,capri,-76541,3392
6154,Zona Sur,NA,5,300,260,1,3,3,Casa,camino real,-76541,3409
6155,Zona Norte,NA,6,550,395,NA,8,6,Casa,acopi,-76541,3.38022
6156,Zona Sur,NA,4,164,60,NA,2,2,Apartamento,valle del lili,-76541,3411
6157,Zona Oeste,8,6,1800,480,4,5,4,Apartamento,santa teresita,-76541,3451
6158,Zona Oeste,NA,6,560,90,2,3,2,Apartamento,santa teresita,-76541,3444
6159,Zona Sur,5,6,810,164,3,5,3,Apartamento,pance,-76541,3337
6160,Zona Sur,4,5,380,150,2,4,4,Apartamento,nueva tequendama,-76541,3414
6161,Zona Oeste,8,6,650,270,2,3,4,Apartamento,normandía,-76541,3451
6162,Zona Oeste,NA,6,630,167,2,3,4,Apartamento,normandía,-76541,3.45
6163,Zona Sur,3,4,400,135,2,3,3,Apartamento,miraflores,-76541,3439
6164,Zona Norte,3,6,880,380,3,6,3,Apartamento,menga,-76541,3451
6165,Zona Oriente,NA,4,285,90,NA,2,3,Apartamento,mayapan las vegas,-76541,3386
6166,Zona Sur,6,5,340,131,1,3,3,Apartamento,los cámbulos,-76541,3422
6167,Zona Oriente,3,3,150,70,NA,2,2,Apartamento,la floresta,-76541,3445
6168,Zona Oriente,3,3,205,70,NA,2,2,Apartamento,la floresta,-76541,3445
6169,Zona Oriente,3,3,205,70,NA,2,2,Apartamento,la floresta,-76541,3445
6170,Zona Oriente,3,3,155,70,NA,2,2,Apartamento,la floresta,-76541,3445
6171,Zona Norte,3,6,850,191,2,4,3,Apartamento,ciudad jardín,-76541,3371
6172,Zona Sur,NA,6,605,130,2,4,3,Apartamento,ciudad jardín,-76541,3359
6173,Zona Norte,9,5,380,120,2,0,0,Apartamento,chipichape,-76541,3423
6174,Zona Norte,NA,6,470,170,2,2,3,Apartamento,centenario,-76541,3451
6175,Zona Sur,5,5,350,270,3,3,4,Apartamento,capri,-76541,3392
6176,Zona Sur,6,5,230,122,2,3,3,Apartamento,cambulos,-76541,3421
5851,Zona Sur,2,5,600,435,3,6,8,Casa,templete,-76539,3427
5852,Zona Oeste,NA,5,450,350,1,4,6,Casa,tejares de san,-76539,3438
5853,Zona Oeste,2,5,650,327,4,4,4,Casa,tejares cristales,-76539,3426
5854,Zona Oeste,NA,4,450,116,NA,2,5,Casa,san antonio,-76539,3448
5855,Zona Sur,NA,3,270,200,2,4,7,Casa,mel√©ndez,-76539,3447
5856,Zona Sur,NA,5,450,600,1,4,3,Casa,el limonar,-76539,3397
5857,Zona Sur,NA,5,368,200,1,2,4,Casa,el limonar,-76539,3395
5858,Zona Oriente,1,3,220,252,NA,2,4,Casa,la floresta,-76539,3443
5859,Zona Sur,2,6,450,160,2,3,3,Casa,ciudad jardín,-76539,3.37
5860,Zona Sur,2,6,1400,619,5,7,5,Casa,ciudad jardín,-76539,3337
5861,Zona Sur,1,6,1900,320,6,5,8,Casa,ciudad jardin,-76539,3359
5862,Zona Sur,NA,6,1800,450,10,7,5,Casa,ciudad jardín,-76539,3367
5863,Zona Sur,NA,6,900,375,3,5,4,Casa,ciudad jardín,-76539,3365
5864,Zona Sur,NA,5,270,160,1,3,3,Casa,caney,-76539,3406
5865,Zona Sur,6,4,165,59,NA,2,2,Apartamento,valle del lili,-76539,3376
5866,Zona Sur,4,4,340,92,1,2,3,Apartamento,valle del lili,-76539,3398
